1000 top plays:
Rank | Name | PP | Speed | TextID | Text
867 | flaneur#8184 | 354.68497 | 184.22 |  829 | Ultimately I don't understand a thing, I try to do…
868 | flaneur#8184 | 354.6617 | 179.83 |  1528 | Practice chanters are used by beginners to learn t…
869 | KeeganT#8310 | 354.6438 | 173.35 |  130 | It's a queer thing, growing up. The years pile up,…
870 | flaneur#8184 | 354.63586 | 165.59 |  1675 | Why do I feel so numb, is it something to do with …
871 | flaneur#8184 | 354.59088 | 191.78 |  2001 | That night there was the sound of uproarious singi…
872 | Izanagi#2022 | 354.563 | 224.02 |  176 | There was never any more inception than there is n…
873 | Adamsky#6420 | 354.52893 | 191.52 |  106 | If there really is a complete unified theory that …
874 | Adamsky#6420 | 354.49042 | 189.85 |  943 | According to Greek mythology, humans were original…
875 | adeline#9262 | 354.45435 | 193.81 |  103 | And as we wind on down the road, our shadows talle…
876 | Adamsky#6420 | 354.36047 | 172.54 |  2282 | According to one theory, the wisdom of the crowd s…
877 | flaneur#8184 | 354.31088 | 185.23 |  389 | A story is like a giant jigsaw puzzle, a jigsaw pu…
878 | stuckbreaker#7886 | 354.23868 | 164.38 |  2356 | I marched ahead into the dark because I wanted to …
879 | Izanagi#2022 | 354.2291 | 202.21 |  128 | People, I have discovered, are layers and layers o…
880 | oats#8312 | 354.18933 | 160.42 |  2199 | We are taught not to gamble. Perhaps it is thought…
881 | IZANAGI#6744 | 354.16098 | 189.64 |  2056 | This planet has - or rather had - a problem, which…
882 | dinkD#5956 | 354.03104 | 183.52 |  181 | The giant amoeba slides along the kitchen floor. E…
883 | dinkD#5956 | 353.92328 | 175.3 |  16 | This next test may involve trace amounts of time t…
884 | Adamsky#6420 | 353.82275 | 195.42 |  1084 | This life is punctuated by some missteps, failing …
885 | Adamsky#6420 | 353.7611 | 203.44 |  2155 | My old professor, meanwhile, was stunned by the no…
886 | MAGNETLOVER69#7339 | 353.72067 | 165.67 |  2273 | For 80 years Arrakis belonged to House Harkonnen. …
887 | Izzy#9616 | 353.69635 | 209.18 |  85 | You have brains in your head. You have feet in you…
888 | Izzy#9616 | 353.67923 | 203.69 |  154 | Fear was always a part of life for the people. Bec…
889 | adeline#9262 | 353.67633 | 193.43 |  1381 | We've frozen all of Syndrome's assets. If he even …
890 | Izzy#9616 | 353.67102 | 180.36 |  90 | Most winemakers, therefore, and certainly all conc…
891 | dinkD#5956 | 353.65292 | 171.31 |  953 | Some care is needed in using Descartes' argument. …
892 | adeline#9262 | 353.55978 | 173.64 |  2335 | In the early and middle stages of any quest, there…
893 | slekap#0975 | 353.54663 | 174.49 |  2063 | An earthquake is a perceptible shaking of the surf…
894 | flaneur#8184 | 353.51636 | 179.26 |  1356 | No matter how many times you save the world, it al…
895 | kudo#1118 | 353.4615 | 196.56 |  828 | In Penny Lane, there is a barber showing photograp…
896 | Adamsky#6420 | 353.4606 | 164.28 |  2375 | They stood on the porches and tried to believe in …
897 | Adamsky#6420 | 353.42603 | 177.04 |  1074 | Security, like backing up, is one of those topics …
898 | NoThisIsJohn#1577 | 353.402 | 171.21 |  54 | When the comet last came, my grandfather, Fire Lor…
899 | Adamsky#6420 | 353.38846 | 164.91 |  1582 | That's why I'm here, Mr. Freeman. I have recommend…
900 | Adamsky#6420 | 353.38428 | 237.37 |  1164 | All men contain several men inside them, and most …
901 | adeline#9262 | 353.36475 | 170.61 |  2100 | In the metaphysics of identity, the ship of Theseu…
902 | flaneur#8184 | 353.26303 | 171.68 |  1657 | Now that you can see all you have done. That where…
903 | adeline#9262 | 353.21872 | 170.8 |  2332 | If you can get 1% better each day for one year, yo…
904 | Vielle#4742 | 353.2153 | 187.78 |  266 | Tell them only that the Lich King is dead and that…
905 | slekap#0975 | 353.15613 | 200.85 |  594 | The scholars were hurried through their lessons wi…
906 | flaneur#8184 | 353.1273 | 181.21 |  1404 | Okay, Ferb. If we're going to tackle this fashion …
907 | Jisoo#7990 | 353.06995 | 171.25 |  1604 | Maui. When he stole from the Mother Island, darkne…
908 | Adamsky#6420 | 352.93802 | 222.71 |  1122 | When we love, we always strive to become better th…
909 | Edwin#0838 | 352.92502 | 177.59 |  83 | While Dorothy was looking earnestly into the queer…
910 | Izzy#9616 | 352.87534 | 182.59 |  57 | You know what they say: "For every good battle, yo…
911 | Xeogran#9025 | 352.75644 | 177.21 |  141 | A week ago you said to me, "Do you believe I'll ne…
912 | adeline#9262 | 352.63373 | 203.3 |  1462 | There are bad ways to win, and good ways to lose. …
913 | Izzy#9616 | 352.5873 | 227.32 |  648 | In the moment of realisation, after all his toil a…
914 | joshu#7412 | 352.5505 | 198.12 |  156 | It bothered him a little to lie about small things…
915 | Adamsky#6420 | 352.51376 | 218.32 |  32 | Before creation there must be destruction. If my s…
916 | Izzy#9616 | 352.4878 | 167.32 |  233 | What's it going to be then, eh? There was me, that…
917 | Vielle#4742 | 352.45938 | 191.31 |  1259 | How dare you open a spaceman's helmet on an unchar…
918 | flaneur#8184 | 352.42648 | 172.73 |  831 | Far away far away never getting close, guess it's …
919 | Izzy#9616 | 352.2039 | 208.03 |  1460 | No, Miles. I'm sorry. I wanted you to look up to m…
920 | adeline#9262 | 352.18747 | 225.55 |  1147 | I just want you to know that you're very special..…
921 | Adamsky#6420 | 352.08444 | 167.4 |  1346 | You're going in there because we need this. Our ci…
922 | slekap#0975 | 352.06302 | 222.2 |  1284 | Life consists of two days, one for you and one aga…
923 | Kathy#2820 | 352.00516 | 158.22 |  213 | I don't know how much you understand about what is…
924 | Adamsky#6420 | 351.98273 | 175.86 |  1092 | Rather than offer you the illusion of free choice,…
925 | Izzy#9616 | 351.97983 | 188.48 |  419 | Man is the only creature that consumes without pro…
926 | Izanagi#2022 | 351.97137 | 166.21 |  182 | Well, what do you say? Would you like to be transm…
927 | Izzy#9616 | 351.92316 | 221.18 |  27 | Remember the code of the ice! Thick and blue, trie…
928 | MAGNETLOVER69#7339 | 351.82315 | 186.68 |  1762 | Because Haskell supports infinite lists, our recur…
929 | Izzy#9616 | 351.80365 | 238.38 |  311 | I would much have liked to take him with me; but t…
930 | Izzy#9616 | 351.74973 | 213.78 |  206 | Making trouble for the team. This is what I was af…
931 | slekap#0975 | 351.64404 | 188.8 |  1042 | There are few scenes more gratifying than a spring…
932 | flaneur#8184 | 351.6213 | 200.65 |  1144 | I think that if I ever have kids, and they are ups…
933 | Izanagi#2022 | 351.60938 | 183.18 |  162 | If you can talk with crowds and keep your virtue, …
934 | joshu#7412 | 351.60248 | 182.43 |  119 | The prophecy of the black foal decreed that the Hu…
935 | Jisoo#7990 | 351.56824 | 176.79 |  1680 | Stardust is falling down to the ground. We found s…
936 | flaneur#8184 | 351.55542 | 208.95 |  1495 | No time to talk. Now, remember, it's your first da…
937 | adeline#9262 | 351.4532 | 217.86 |  906 | Becoming fearless isn't the point. That's impossib…
938 | Vielle#4742 | 351.44342 | 225.35 |  2052 | For this people's heart has become calloused; they…
939 | flaneur#8184 | 351.4408 | 170.7 |  953 | Some care is needed in using Descartes' argument. …
940 | Jisoo#7990 | 351.43903 | 156.81 |  2166 | The FitnessGram Pacer Test is a multistage aerobic…
941 | Adamsky#6420 | 351.42303 | 219.84 |  1275 | The scientists of today think deeply instead of cl…
942 | flaneur#8184 | 351.42245 | 190.31 |  111 | There's much more. There's all that goes beyond - …
943 | Adamsky#6420 | 351.39697 | 195.7 |  1328 | I'm guessing Bueno Nacho, movie, 3 hours of you tr…
944 | oats#8312 | 351.3521 | 156.19 |  2187 | The pair traveled through the starry skies, and th…
945 | adeline#9262 | 351.29422 | 168.7 |  80 | When the police arrived and found no lion, no brok…
946 | Vielle#4742 | 351.26257 | 163.62 |  19 | In 2291, in an attempt to control violence among d…
947 | Izzy#9616 | 351.20703 | 182.61 |  232 | I don't tip because society says I have to. All ri…
948 | Adamsky#6420 | 351.19415 | 187.78 |  1920 | In the end they finished the harvest in two days l…
949 | Adamsky#6420 | 351.12592 | 177.27 |  1673 | Proud enough for you to call me arrogant, greedy e…
950 | GNiK#6456 | 351.0856 | 180.3 |  42 | Breaking News! An update has swept the realm, chan…
951 | thatrando#8651 | 351.07275 | 169.04 |  2184 | With that, Luma, trailing bands of white, soared h…
952 | Izzy#9616 | 351.0564 | 189.82 |  46 | Here's a little gift to thank you for all your hel…
953 | Cameron_T23#9971 | 350.98843 | 170.32 |  267 | The roots will heal in time... as will the entire …
954 | oats#8312 | 350.97687 | 177.41 |  1603 | Because he was you. Drawn to the ocean. Down by th…
955 | slekap#0975 | 350.9672 | 191 |  1555 | A young man stands in his bedroom. It just so happ…
956 | joshu#7412 | 350.93665 | 200.57 |  34 | On Hard, the towers cost more than normal, the blo…
957 | shaz#8698 | 350.8818 | 202.65 |  33 | When there is evil in this world that justice cann…
958 | IZANAGI#6744 | 350.8757 | 209.76 |  191 | When colors mix they become muddy and messy. But w…
959 | Adamsky#6420 | 350.8488 | 175.1 |  1290 | The atomic number or proton number (symbol Z) of a…
960 | joshu#7412 | 350.664 | 202.57 |  33 | When there is evil in this world that justice cann…
961 | Adamsky#6420 | 350.6611 | 186.15 |  1208 | From that day forward Impey Barbicane became one o…
962 | Izzy#9616 | 350.59555 | 182.96 |  517 | In comparing rectilinear figures, the method of su…
963 | Edwin#0838 | 350.4477 | 176.2 |  1113 | Listen to the people who love you. Believe that th…
964 | Adamsky#6420 | 350.4067 | 164.51 |  1106 | A group of English separatists sought even more re…
965 | Gian#4731 | 350.38675 | 193.37 |  1925 | We pigs are brainworkers. The whole management and…
966 | Izanagi#2022 | 350.26517 | 177.23 |  13 | Your brother came all this way just to get turned …
967 | Kathy#2820 | 350.24207 | 169.3 |  114 | And my friend said, "I know you love her, but it's…
968 | flaneur#8184 | 350.23654 | 200.02 |  1651 | I used to be frightened of dying. I used to think …
969 | flaneur#8184 | 350.21237 | 188.05 |  1811 | If you've cut yourself at all in the course of the…
970 | Izanagi#2022 | 350.16385 | 184.84 |  96 | I call this turf 'n' turf. It's a 16-ounce T-bone …
971 | adeline#9262 | 350.14175 | 179.03 |  2247 | The young kids were mystified by this and stood op…
972 | carlibou#0015 | 350.05554 | 172.18 |  1105 | One morning, when Gregor Samsa woke from troubled …
973 | Adamsky#6420 | 350.0394 | 198.72 |  410 | The last big rains of the year were falling. It wa…
974 | Izzy#9616 | 350.0393 | 207.65 |  1079 | The lesser the days actually, the more energy I re…
975 | flaneur#8184 | 349.8312 | 189.96 |  104 | If there really is a complete unified theory that …
976 | joshu#7412 | 349.82883 | 211.04 |  63 | I wanna taste something other than sweetness. I wa…
977 | flaneur#8184 | 349.81036 | 174.04 |  1839 | Perhaps you've seen it, maybe in a dream. A murky,…
978 | Izzy#9616 | 349.78976 | 207.32 |  862 | Because of the fact that oral reading is slower, m…
979 | oats#8312 | 349.78873 | 169.78 |  2066 | Do not stand at my grave and weep. I am not there,…
980 | flaneur#8184 | 349.76065 | 200.44 |  1814 | Now, maybe you don't have any tumors. Well, don't …
981 | oats#8312 | 349.75287 | 169.98 |  2278 | Mr. Peters straightened his tie self-consciously a…
982 | Izzy#9616 | 349.7446 | 242.04 |  285 | The greatest glory in living lies not in never fal…
983 | Adamsky#6420 | 349.66116 | 195.24 |  828 | In Penny Lane, there is a barber showing photograp…
984 | oats#8312 | 349.6447 | 163.06 |  1898 | Lost in a dream, finally it seems, emptiness and e…
985 | Adamsky#6420 | 349.61893 | 208.36 |  1305 | You know, just because you saved us doesn't mean y…
986 | slekap#0975 | 349.5748 | 195.21 |  828 | In Penny Lane, there is a barber showing photograp…
987 | dinkD#5956 | 349.57327 | 175.71 |  105 | Ever since the dawn of civilization, people have n…
988 | Edwin#0838 | 349.53537 | 182.11 |  121 | Even in the darkest and most cruel person, there i…
989 | shaz#8698 | 349.50024 | 188.66 |  159 | And I defend because in spite of all I find that I…
990 | slekap#0975 | 349.4007 | 186.49 |  1760 | Like the name implies, case expressions are, well,…
991 | mcaso#6376 | 349.39392 | 209.8 |  8 | I'm seventeen and I'm crazy. My uncle says the two…
992 | Popcorn#9648 | 349.36832 | 171.89 |  1619 | I gotta say what's on my mind. Somethin' about us …
993 | Adamsky#6420 | 349.11066 | 172.89 |  52 | It was a merry journey with Tom Bombadil trotting …
994 | Izzy#9616 | 349.10574 | 232.56 |  3 | I sometimes think drivers don't know what grass is…
995 | flaneur#8184 | 349.082 | 171.13 |  2261 | It happened during the procession at a parish chur…
996 | carlibou#0015 | 349.06888 | 169.1 |  1652 | Alone at night, I feel so strange. I need to find …
997 | MAGNETLOVER69#7339 | 348.98935 | 188.83 |  1248 | Blue orchids bloom through the city streets at nig…
998 | joshu#7412 | 348.95593 | 175.53 |  105 | Ever since the dawn of civilization, people have n…
999 | Adamsky#6420 | 348.93637 | 180.57 |  239 | If you had to sacrifice many things to protect one…
1000 | flaneur#8184 | 348.91074 | 178.2 |  1376 | Shh. It isn't your fault. It wasn't fair for me to…
